1.00423	-0.395774	406626	
1.01577	-0.395774	385439	
1.00423	-0.384227	384038	
1.01577	-0.384227	363620	
1.02423	-0.395774	370057	
1.03577	-0.395774	350616	
1.02423	-0.384227	349157	
1.03577	-0.384227	329929	
1.04423	-0.395774	336039	
1.05577	-0.395774	317732	
1.04423	-0.384227	316526	
1.05577	-0.384227	298447	
1.06423	-0.395774	304671	
1.07577	-0.395774	286952	
1.06423	-0.384227	285927	
1.07577	-0.384227	269560	
1.08423	-0.395774	274849	
1.09577	-0.395774	258628	
1.08423	-0.384227	257529	
1.09577	-0.384227	241787	
1.10423	-0.395774	247329	
1.11577	-0.395774	232905	
1.10423	-0.384227	231374	
1.11577	-0.384227	217299	
1.12423	-0.395774	222589	
1.13577	-0.395774	209546	
1.12423	-0.384227	207670	
1.13577	-0.384227	195081	
1.14423	-0.395774	200163	
1.15577	-0.395774	187400	
1.14423	-0.384227	186298	
1.15577	-0.384227	174154	
1.16423	-0.395774	178727	
1.17577	-0.395774	167452	
1.16423	-0.384227	166067	
1.17577	-0.384227	155387	
1.18423	-0.395774	159591	
1.19577	-0.395774	149329	
1.18423	-0.384227	147985	
1.19577	-0.384227	138346	
1.20423	-0.395774	142298	
1.21577	-0.395774	133140	
1.20423	-0.384227	131718	
1.21577	-0.384227	123195	
1.22423	-0.395774	126822	
1.23577	-0.395774	118789	
1.22423	-0.384227	117324	
1.23577	-0.384227	109711	
1.24423	-0.395774	113248	
1.25577	-0.395774	106007	
1.24423	-0.384227	104629	
1.25577	-0.384227	97938.3	
1.26423	-0.395774	101069	
1.27577	-0.395774	94755.5	
1.26423	-0.384227	93386.4	
1.27577	-0.384227	87583.4	
1.28423	-0.395774	90465.6	
1.29577	-0.395774	85043	
1.28423	-0.384227	83671.8	
1.29577	-0.384227	78701.4	
1.30423	-0.395774	81352	
1.31577	-0.395774	76691.8	
1.30423	-0.384227	75349.8	
1.31577	-0.384227	71141.5	
1.32423	-0.395774	73575.4	
1.33577	-0.395774	69674.3	
1.32423	-0.384227	68333.4	
1.33577	-0.384227	64850.3	
1.34423	-0.395774	67069.6	
1.35577	-0.395774	63845.1	
1.34423	-0.384227	62539.7	
1.35577	-0.384227	59702.1	
1.36423	-0.395774	61722.5	
1.37577	-0.395774	59129.9	
1.36423	-0.384227	57849.9	
1.37577	-0.384227	55610.8	
1.38423	-0.395774	57446.4	
1.39577	-0.395774	55423.9	
1.38423	-0.384227	54174.3	
1.39577	-0.384227	52474.8	
1.40423	-0.395774	54136.9	
1.41577	-0.395774	52627.8	
1.40423	-0.384227	51413	
1.41577	-0.384227	50196.7	
1.42423	-0.395774	51695.3	
1.43577	-0.395774	50636.8	
1.42423	-0.384227	49467.4	
1.43577	-0.384227	48674.5	
