-3.1084	-3.1084	0	
-3.01771	-3.1084	0	
-3.1084	-3.01771	0	
-3.01771	-3.01771	0	
-2.95132	-3.1084	0	
-2.86063	-3.1084	0	
-2.95132	-3.01771	0	
-2.86063	-3.01771	0	
-2.79424	-3.1084	0	
-2.70355	-3.1084	0	
-2.79424	-3.01771	0	
-2.70355	-3.01771	0	
-2.63716	-3.1084	0	
-2.54647	-3.1084	0	
-2.63716	-3.01771	0	
-2.54647	-3.01771	0	
-2.48008	-3.1084	0	
-2.38939	-3.1084	0	
-2.48008	-3.01771	0	
-2.38939	-3.01771	0	
-2.323	-3.1084	0	
-2.23231	-3.1084	0	
-2.323	-3.01771	0	
-2.23231	-3.01771	0	
-2.16592	-3.1084	0	
-2.07523	-3.1084	0	
-2.16592	-3.01771	0	
-2.07523	-3.01771	0	
-2.00884	-3.1084	0	
-1.91815	-3.1084	0	
-2.00884	-3.01771	0	
-1.91815	-3.01771	0	
-1.85176	-3.1084	0	
-1.76107	-3.1084	0	
-1.85176	-3.01771	0	
-1.76107	-3.01771	0	
-1.69468	-3.1084	0	
-1.60399	-3.1084	0	
-1.69468	-3.01771	0	
-1.60399	-3.01771	0	
-1.5376	-3.1084	0	
-1.44691	-3.1084	0	
-1.5376	-3.01771	0	
-1.44691	-3.01771	0	
-1.38052	-3.1084	0	
-1.28983	-3.1084	0	
-1.38052	-3.01771	0	
-1.28983	-3.01771	0	
-1.22344	-3.1084	0	
-1.13275	-3.1084	0	
-1.22344	-3.01771	0	
-1.13275	-3.01771	0	
-1.06636	-3.1084	0	
-0.975672	-3.1084	0	
-1.06636	-3.01771	0	
-0.975672	-3.01771	0	
-0.909282	-3.1084	0	
-0.818592	-3.1084	0	
-0.909282	-3.01771	0	
-0.818592	-3.01771	0	
-0.752203	-3.1084	0	
-0.661513	-3.1084	0	
-0.752203	-3.01771	0	
-0.661513	-3.01771	0	
-0.595123	-3.1084	0	
-0.504433	-3.1084	0	
-0.595123	-3.01771	0	
-0.504433	-3.01771	0	
-0.438044	-3.1084	0	
-0.347354	-3.1084	0	
-0.438044	-3.01771	0	
-0.347354	-3.01771	0	
-0.280964	-3.1084	0	
