-3.14159 -3.14159 0.130051176823665
-2.9845105 -3.14159  0.130631065769655
-2.9845105 -2.9845105  0.1388691829974
-3.14159 -2.9845105  0.130632193060764
-3.06305025 -3.14159  0.13034112129666
-2.9845105 -3.06305025  0.134750124383527
-3.06305025 -2.9845105  0.134750688029082
-3.14159 -3.06305025  0.130341684942215
-3.06305025 -3.06305025  0.132545904662871
-2.827431 -3.14159  0.128213024451493
-2.827431 -2.9845105  0.143396083529647
-2.90597075 -3.14159  0.129422045110574
-2.827431 -3.06305025  0.13580455399057
-2.90597075 -2.9845105  0.141132633263523
-2.90597075 -3.06305025  0.135277339187049
-2.6703515 -3.14159  0.122534941626594
-2.6703515 -2.9845105  0.144270277807283
-2.74889125 -3.14159  0.125373983039044
-2.6703515 -3.06305025  0.133402609716939
-2.74889125 -2.9845105  0.143833180668465
-2.74889125 -3.06305025  0.134603581853754
-2.513272 -3.14159  0.113719028000157
-2.513272 -2.9845105  0.141461115443821
-2.59181175 -3.14159  0.118126984813376
-2.513272 -3.06305025  0.127590071721989
-2.59181175 -2.9845105  0.142865696625552
-2.59181175 -3.06305025  0.130496340719464
-2.3561925 -3.14159  0.101984676051024
-2.3561925 -2.9845105  0.135048285783801
-2.43473225 -3.14159  0.10785185202559
-2.3561925 -3.06305025  0.118516480917412
-2.43473225 -2.9845105  0.138254700613811
-2.43473225 -3.06305025  0.123053276319701
-2.199113 -3.14159  0.0876355126020316
-2.199113 -2.9845105  0.12520619012262
-2.27765275 -3.14159  0.0948100943265278
-2.199113 -3.06305025  0.106420851362326
-2.27765275 -2.9845105  0.13012723795321
-2.27765275 -3.06305025  0.112468666139869
-2.0420335 -3.14159  0.0710455784094987
-2.0420335 -2.9845105  0.112198414723625
-2.12057325 -3.14159  0.0793405455057652
-2.0420335 -3.06305025  0.0916219965665618
-2.12057325 -2.9845105  0.118702302423122
-2.12057325 -3.06305025  0.0990214239644438
-1.884954 -3.14159  0.052647844881335
-1.884954 -2.9845105  0.0963697187546487
-1.96349375 -3.14159  0.0618467116454168
-1.884954 -3.06305025  0.0745087818179918
-1.96349375 -2.9845105  0.104284066739137
-1.96349375 -3.06305025  0.0830653891922768
-1.7278745 -3.14159  0.0329221653795954
-1.7278745 -2.9845105  0.0781364890329804
-1.80641425 -3.14159  0.0427850051304652
-1.7278745 -3.06305025  0.0555293272062879
-1.80641425 -2.9845105  0.0872531038938146
-1.80641425 -3.06305025  0.0650190545121399
-1.570795 -3.14159  0.012382444263752
-1.570795 -2.9845105  0.0579756025523318
-1.64933475 -3.14159  0.0226523048216737
-1.570795 -3.06305025  0.0351790234080419
-1.64933475 -2.9845105  0.0680560457926561
-1.64933475 -3.06305025  0.0453541753071649
-1.4137155 -3.14159  -0.00843687380146108
-1.4137155 -2.9845105  0.0364118912390954
-1.49225525 -3.14159  0.00197278523114549
-1.4137155 -3.06305025  0.0139875087188171
-1.49225525 -2.9845105  0.0471937468957136
-1.49225525 -3.06305025  0.0245832660634295
-1.256636 -3.14159  -0.0289947357356171
-1.256636 -2.9845105  0.0140044807529508
-1.33517575 -3.14159  -0.0187158047685391
-1.256636 -3.06305025  -0.00749512749133315
-1.33517575 -2.9845105  0.0252081859960231
-1.33517575 -3.06305025  0.00324619061374199
-1.0995565 -3.14159  -0.048757516474508
-1.0995565 -2.9845105  -0.00866767161075553
-1.17809625 -3.14159  -0.0388761261050626
-1.0995565 -3.06305025  -0.0287125940426318
-1.17809625 -2.9845105  0.00266840457109763
-1.17809625 -3.06305025  -0.0181038607669825
-0.942477 -3.14159  -0.067212820173922
-0.942477 -2.9845105  -0.0310206836846112
-1.02101675 -3.14159  -0.057985168324215
-0.942477 -3.06305025  -0.0491167519292666
-1.02101675 -2.9845105  -0.0198441776476834
-1.02101675 -3.06305025  -0.0389146729859492
-0.7853975 -3.14159  -0.0838827035260859
